userName,score,at,content
Muhammad Iwan,5,2022-06-10 20:49:03,Dari kemarin sy berjuang spy bisa pakai BRImo. Hari ini akhirnya berhasil. Browser operamini andalan sy bener² membuat pusing tujuh turunan. Tetapi setelah iseng pakai browser Crome eh langsung sukses 😊
aidha putri,1,2022-06-10 18:19:17,Sangat mudah digunakan dan cepat banyak promo2 menarik yang di tawarkan sangat bagus..
Red-ice chanel,2,2022-06-10 15:37:54,Saya sangat kesal akan kelemotan aplikasi ini dalam mengolah info. Bagaimana mungkin selalu loading lama sekali untuk verifikasi padahal di gmail saja sudah ada terkirim keterangan telah terverifikasi.
Nu Rul,5,2022-06-10 15:17:09,"Suka dan mempermudah dalam transaksi. Pelanyanan sangat memuaskan, kalau mau bayar apa2 gak pakek ribet, cukup pakai brimo sudah bisa."
muhammad asri,5,2022-06-10 14:24:22,"Goodjob,aplikasi yg sangat memudahkan bertransaksi,tanpa harus keluar rumah,klu bisa ada khusus utk pengajuan kartu kredit.karena jaman now banyak org terlibat rentenir dadakan."
Suryani Yani,5,2022-04-19 7:19:45,Lebih mudah fitur banyak...aplikasi yg simpel dan praktis...transaksi apa saja bisa di Bromo...tks Bromo🙏
Mahiya Anjani Nalvin,1,2022-06-10 11:34:17,"Kesel banget udah bolak balek login selalu tidak bisa kendalanya di Gmail dan nomor hp, padahal datanya sudah benar. Keluar kode kesalahan nya, arti kodenya dicarik di google ga ada. Jadi ga tau salah nya dimana"
Fajri Ridha,1,2022-06-10 11:23:29,"Jelek amat ini, baru mendaftar tahap 2 udah gagal, padahal pemotoan ktp jelas & data sudah sesuai. Udah di ulang lebih 3x tetap ga bisa daftar hadeeeh.... ngecewain pengguna kalo gini terus, tolong di perbaiki aplikasinya."
Candra Madde,1,2022-06-10 10:21:36,Aplikasi yang sangat buruk baru mau mendaftar saja tidak bisa ...mau foto KTP saja tidak bisa...kalo memang tidak bisa digunakan ...buat apa ada di play store sudah kirim email pun slow respon.... Apa harus ke bank lagi.... Di kira permudah eee ternyata di persulit
farhan amier,5,2022-09-03 17:32:08,"Mantap transaksi lancar, tingkatkan bosku"
Misbahul Mupid,1,2022-06-10 9:13:49,"Kenapa selalu gagal, pendaftaran stak di pengambilan video. Padahal video sudah bagus, jelas, terang dan cukup pencahayaan, tapi masih gagal. Tidak ada notif gagal atau berhasil tapi kembali ke halaman pengambilan video"
multiteknik Service tv led,2,2022-06-10 8:08:21,"Brimo aplikasi yg paling susah dibuka nya lemot buanget dan sering elor nya . Belum ada peningkatan nya sampai saat ini sangat ketinggalan jauh. Jadi ada nyaaplikasi ini nasabah dibuat susah bukannya makin mudah,Bukan jadi mudah nasabah malah jadi susah untuk nasabah. Saya tambah bintang ( SARAN SEBAIK NYA APLIKASI BANK GAK USAH PAKAI IKLAN POP UP ATAU YG LAIN NYA SUDAH LELET IKLAN MUNCUL SANGAT MENGGANGGU JADI KURANG AMAN SERING SALAH )"
Budi Susilo,1,2022-06-10 8:03:20,Kenapa pas verifikasi rekaman video selalu gagal sudah berulang kali tetap saja tidak bisa pencahayaan sudah bagus sudah wajahnya sudah pas di bulatan tetep aj ga bisaaaa!
syahrul s,5,2022-05-06 12:12:02,mantap..setiap transaksi lancar jaya tanpa kendala.tp tolong tingkatkan lagi fiturnya..
Selman Src,1,2022-06-10 6:37:58,Setelah aplikasi di-update tidak bisa login. Padahal username password otomatis tersimpan di Google jadi tidak mungkin salah. Sebelum di-update lancar tidak ada masalah
Adi Ariansyah,1,2022-06-10 6:21:12,"Aplikasi apa nih..Registrasi Gagal Terus.. Katanya tidak ada koneksi padahal jaringan 4G+, Wifi Juga Udh Coba pakai.. Pas Verifikasi Selalu Gagal.. Ngabisin Kuota Aja👎"
Sabihun Sabihun,5,2022-04-01 7:26:56,"Sangat membantu, dan sangat bermanfaat... Terimakasih BRImo membuat transaksi saya makin mudah, dan untuk kedepanya semoga semakin baik lagi...."
jowo wong,1,2022-06-10 4:08:04,Aplikasi susah bngt buat dftr..ambil video sudah puluhan kali tidak bisa..padahal sinyal bagus.. Bukannya pempermudah malah bikin emosi aja..kenapa harus dipersulit..yg lain aja gmpang2 aja buat dftr..ini sudah puluhan kali gagal terus
Naufal Putra,1,2022-06-10 4:06:32,"Daftar gagal trs di ambil rekaman , kayanya tulisan panduan ga sampe full cuma mentok di nomor 4, ga sampe bawah,jadi ga tau kelanjutan tulisanya,, kalau di youtube sih nympe tanda centang, ini ga ada. Mohn dprbaiki"
Rustam Bontang,5,2022-06-09 21:22:52,"Sangat mudah dan praktis, tdk menguras pulsa serta satu aplikasi buat semua kebutuhan transaksi kita, perbaiki terus aplikasix spy orang jauh lebih mudah untuk ikut bergabung di Brimo ......"
Arsentina Rinanda,1,2022-06-09 17:33:00,"Sepertinya sdh lebih dari sebulan saya mencoba daftar akun. Selalu kendala di perekaman video. Hapus instal lg, kendala baru di nomor rekening, selalu transaksi gagal. Hapus instal lg, kendala muncul lg sperti awal di perekaman video. Hapus instal lg, kendala di OTP di email. Sdh berkali2 coba klik kirim ulang, tdk ada yg masuk ke email. Alhasil gak bisa maju ke step selanjutnya. Yaudah ku hapus lagi. Krn sdh berkali2 hapus dan instal, saya SADAR bahwa aplikasi ini TIDAK BERGUNA 😊"
Hamid Maarif,5,2022-06-09 17:19:04,Terima kasih.. Saya sangat bangga dengan adanya aplikasi brimo ini.. Mempercepat..efisien dan bisa hemat waktu dalam bertransaksi.. Salam
Sukma Na,5,2022-06-09 15:55:36,"Aplikasi semau gue macam apa lagi ini? Sampai rating 3,9, malu-maluin aja, mentang-mentang plat merah. Kesannya itu bodo amat ya. Parah memang, sudah mah yang aplikasi BRI Mobile kacau. Yang ini juga, sama saja... Menyedihkan. Trus, kalau ada kendala, dijawabnya sama robot, disuruh ke email, nantinya didiemin... Apa-apaan coba...? Udah gitu ngemis bintang lima. Caranya bukan gitu atuh Bosss.... Bikin aplikasi yang bener jangan asal-asalan lahh.. Eric Tohir gimana nih. Haduhhhh..."
Ujang Hamzah,1,2022-06-09 15:04:07,Sangat efektif..... Mempermudah transaksi
Bayu Satriyo Pratomo,2,2022-06-09 14:19:29,Sangat membantu. Mudahan data saya selalu aman di sini. Amin
Hellen Baay,5,2022-06-09 13:00:24,"Aplikasinya mudah digunakan dan cepat kinerjanya👍👍, mudah2an dalam segi keamanan tetap terjamin selamanya y😃. Pertahankan terus kualitas aplikasinya, bila perlu ditingkatkan dan diperluas lagi konektivitas nya dengan melakukan kerjasama dengan vendor lain😊"
ILove Profil,5,2022-09-03 11:13:29,Sangat mudah dan gampang
Imam Mafrudloh,5,2022-04-04 15:25:13,"Brimo,,, sangat mudah ,, aman bisa di gunakan disetiap saat.... Sangat bermanfaat dan cocok untuk kebutuhan."
Charitsal Chubba,5,2022-06-09 5:55:03,Banyak pilihan transaksi digital memudahkan pengguna & ditambah aplikasi pengeluaran yg sangat membantu dalam pengeluaran.. Saran mungkin bisa ditambahkan untuk bisa melihat transaksi angsuran bulanan.. Terimakasih
Bang Udin,1,2022-06-09 5:32:23,"Gagal berkali kali gagal selalu gagal disaat rekaman video...tidak ada yg bermasalah sebetulnya jaringan sangat bagus,kenapa jaringan tidak stabil? Coba di perbaiki bagaimana saya bisa bertransaksi ? Tolong perbaiki,"
Rasya Wira,5,2022-06-09 1:37:31,"Aplikasi brimo sangat membantu sekali ,semenjak pakai brimo jadi jarang ambil uang tunai karna semua transaksi bisa lgsng pakai 1 aplikasi saja ,semoga aplikasi brimo semakin berkembang dan banyak pembaruan² dan banyak program² ke custumer"
Dedi dedi,1,2022-06-09 1:14:58,Simpel mudah UI modern dan fitur yang lengkap bagus dan cepat
Nur Aufa Azizah,1,2022-06-08 23:08:23,"Sudah berkali"" daftar tetap gagal nomor telfon yang sudah terdaftar di akun brimobile sebelum nya tidak bisa di pakai , rumit sekali aplikasi ini kenapa harus update ke aplikasi yang beginian sih 🤨"
Munir Amrulloh,5,2022-06-08 22:08:33,"Edit kasih bintang 1, dari pagi susah mau masuk untuk transaksi ini itu, koneksi jaringan lah, general error lah, padahal jaringan bagus, contacts center ditanyain jawaban malah mbulettttt aja"
Aam Basri,1,2022-06-08 20:46:28,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu"
Andri Prawoto,1,2022-06-08 17:40:22,Saya sudah mengikuti semua persyaratan dengan benar dan ketika ingin login selalu saja gagal!! Padahal nickname beserta sandi sudah tersimpan di akun google saya namun ketika ingin login selalu gagal!!!!!
Abbottt Mars,1,2022-06-08 16:55:14,Emang dasar aplikasinya aja kek komtol.. pske alesan apa ini itu lah.. semua pada stak.. Ane stak di tinggal masukan kode otp yg dikirim di email.. lah gagal.. mau nya apa coba.
Kholid Al Hamid,5,2022-06-08 13:26:55,Praktis dan sangat mempermudah transaksi nasabah. Namun kedepannya mohon ditambahkan fitur untuk bisa isi saldo mtix melalui brimo. Terimakasih
Yurisca Tamon,5,2022-06-08 12:35:22,"Setahun ini menggunakan aplikasi Brimo tidak ada kendala sama skali. Isi pulsa hp, token listrik, bayar Qris, Bpjs & transfer antar bank selalu berhasil."
Roesinta Dina,1,2022-06-08 11:48:16,"Susah bgt buat bikin akun mbanking, sering terjadi masalah, error. Mau vertifikasi pembuatan video rekaman sering terjadi force close. Sebelumnya mau vertikasi email juga lemot bgt."
Hari Sunarto,5,2022-06-08 10:54:31,"Nyaman, akan lebih baik/nyaman jika bisa menyimpan no kartu Brizzi dgn proses yg sederhana. Semoga ada penyempurnaan terus menerus (kaizen). TQ."
Indahsari Panjaitan,5,2022-08-30 23:02:27,Mudah dan sangat praktiss
Tchiipow vhal,1,2022-06-08 8:47:43,Sangat susah sekarang regristrasi Brimo error' terus.. Mending Brimo dulu aja GK pake ribet.. Kalo gini mah mempersulit nasabah kak.. Udah cape ngantri di CS masih tetep error' GK bisa aktivasi.. Tolong dong di perbaiki .. Kalo gini bisa pindah bank kak.
Rani rahma saripah,5,2022-08-30 22:11:29,Semakin mudah... Pendaftarannya cepat tidak ada kendala kalau sy nih.. Mantap.
BLANDONG CHANNEL,1,2022-06-08 8:11:19,Saat pengambilan video selalu saja koneksi buruk. Padahal jaringan 4G+ kecepatan koneksi 1mb/s lebih tapi tetep saja muncul koneksi internet jelek
Ani Raharjo133,1,2022-06-08 7:59:08,Setiap kali upload Vidio registrasi gagal padahal udah benar pencahayaan dan semuanya dan padahal sinyal bagus tapi gagal Mulu. Jadi kesal.. Tolong diperbaiki
Nursela damayanti [LA],5,2022-04-04 4:10:04,"Bagusss banget apk nya canggih pertahankan ya, pkoknya pelayanan bagus trus cs nya juga bagus kalo ada apa2 langsung gercep "
tiarapuspita,4,2022-06-08 3:52:36,"Untuk aplikasi sebetulnya bagus bisa membantu tidak perlu sering keluar rumah pergi ke atm, hanya saja ada fitur yang belum maksimal seperti pengisian paket data telpon selular dan pas lagi perlu banget isi token listrik rumah aplikasi kadang error. Mohon ditingkatkan kembali untuk fasilitas yang ada di aplikasi brimo, terima kasih."
Danu Arta1966,5,2022-08-30 20:09:29,Mantap keren dan efisien
Tri Haryanti,5,2022-06-08 3:13:29,"Bikin akunnya gampang banget langsung jadi tidak ribet dan berbelit belit, penggunaanya juga praktis mudah."
Ammar Zr,5,2022-06-08 3:09:31,"Sejauh ini bagus banget transaksi mudah dan gak ribet, minus nya dikit aja, Daftar mutasinya agak terlambat muncul di riwayat transaksi trs selebih nya mantab.."
suparjan,5,2022-06-08 3:08:29,"berawal dari mau cek saldo lewat sms banking teryata gak bisa lagi dan di suruh download BRImo, saya download dan coba daftar, awal mau daftar brimo saya pikir ribet karena pasti harus vc lagi dengan cs nya, tapi ternyata tidak karena saya sudah punya rek.BRI sebelumnya jadi hanya isi data kita sesuai form yg ada dan ternyata gak sampai 10 menit langsung jadi akun BRImo ku dan sudah bisa di gunakan, saya berharap semoga selalu lancar dalam bertransaksi di BRImo."
Diiya Collection,5,2022-06-08 1:48:36,"Setelah update malah jadi eror terus. Padahal sebelumnya aplk ini sangat bagus, tapi setelah terupdate ke versi baru malah sering eror. Mau buka aplknya aja sistem sering eror, mau tf, cek mutasi juga sama muter2 eeh tulisannya eror. Ini gimana ya kak??????"
MUZA RACO,5,2022-06-07 23:55:54,"Sebagai nasabah BRI saya sangat puas dengan adanya aplikasi BRIMO, semuanya lebih praktis dan bisa transaksi di manapun, Salah satu keuntungan adanya aplikasi BRIMO bisa ambil uang di ATM tanpa kartu dan menjadi solusi ketika lupa membawa kartu debit, Hanya saja saran saya, untuk tarik tunai tanpa kartu ada baiknya limit penarikan ditambah lagi dan kalau perlu bisa ketik nominal sendiri. Terima kasih"
Iskandar Prawiro,1,2022-06-07 23:01:42,bagus. Cepat dan mudah
Andi agus yuwono,4,2022-06-07 22:26:07,sebenernya sih bagus... cuma beberapa kali pas mau dipake ternyata terblokir... padahal pemakaian seperti biasa g ada yg berubah... jd kalo lg butuh pas terblokir kan susah... mohon diperbaiki...
Dilla Ummuadiba,2,2022-06-07 16:16:09,Aplikasi menjengkelkan sudah berapa kali coba tetap tidak bisa. mau rekam video wajah malah gak bisa. layarnya hitam tidak muncul wajah saya Gimana ini
Saiwarni,5,2022-06-07 15:26:29,"Untuk pembayaran lebih banyak, transfer, juga tidak harus mengulang, bisa menggunakan no rek yg lalu, lebih mudah tdk harus ketik ulang no rek yg dituju. Tks."
Dwisupar Woko,1,2022-06-07 14:41:11,Sangat mudah dan gampang
BULL SHIITT,1,2022-06-07 13:38:03,"Brimo,,, sangat mudah ,, aman bisa di gunakan disetiap saat.... Sangat bermanfaat dan cocok untuk kebutuhan."
Ardian Tarigan,1,2022-06-07 13:14:25,"Tolong dong, saya mau login tapi kok katanya user id sama password salah, padahal udah saya cek dan bener semua, terus mau coba ganti password, dan suruh masukin data kok di bagian no kartu atm katanya tidak sesuia, kan saya udah ketik sesuia sama yg tertulis di kartu atm saya, tapi tetap gak bisa, mager banget kalau haru benerin m,banking ke kantor, mana antrinya lama lagi."
engkos koswara,5,2022-04-03 0:49:11,"Semua bisa dari sini, top banget, praktis, hemat, bayar bayar makin tepat waktu, trims brimo"
REZA Siregar,1,2022-06-07 11:16:25,Simpel mudah UI modern dan fitur yang lengkap bagus dan cepat
Khairul Hidayat,3,2022-06-07 10:03:16,"Baru ganti password mau login udah keblokir lagi, mau di riset buat dapat m token harus pake pulsa. Tolong diperbaiki lagi soalnya untuk dapat m token itu pakai pulsa jadi kalau masukin username sama password nya belum pernah salah mohon jangan di blokir"
Cak IPIN LAMONGAN,5,2022-08-30 3:30:47,Sangat mudah. Efisien. Dan Berguna banget
Jalan Mantap,1,2022-06-07 8:11:27,"Caranya daftar rekam wajah gimana sih??? Kata-katanya sampek hafal terus lupa lagi terus hafal lagi tetep aja gagal dan suruh mengulangi,. Sebenernya aplikasi ini ada guna dan manfaatnya apa tidak sihh??? Selain brimo ada nggak siich?? Yang lebih mudah dan nggak ribet"
setya purnawan,5,2022-06-07 7:07:24,"Sangat membantu.... Daftar sekali langsung berhasil... Yg tdk berhasil coba ke CS BRI, daftarin nomer hp yg akan digunakan di aplikasi ini ... Klo nomer hpnya sebelumnya sudah terdaftar untuk SMS banking, pasti langsung bisa berhasil bikin akun di aplikasi ini .... Yg penting verifikasi foto KTP, nomer KTP nomer KK, yg bener ya...."
Sofiya Elvira,5,2022-06-07 6:22:22,"Amat sangaaaaaat membantu, untuk semua aktifitas, memudahkan transaksi, bayar asuransi, listrik wifi pokoknya the best, apa lagi ada mutasi yang sangat akurat. Terima kasoh bro telah memudahkan aktifitas keuangan say🙏🙏"
ika mandrasari,5,2022-08-31 2:29:23,"Benar2 membantu saya... Aplikasi nya sangat2 baik, hanya bintang lah yg berbicara.."
Yuditha Brian,5,2022-06-07 4:55:07,"Sangat membantu jdi tdk capek2 antri, semua bisa lngsung dari hp. Pulsa, token listrik dll.. sangat mempermudah. Jaya selalu BRI,,"
Hidayat 01,1,2022-06-07 4:39:17,"Sudah coba daftar berkali kali cuma sampai tambahkan nomor rekening, pas mau lanjutkan muncul data utama tidak sesuai (kode SIK3) itu maksudnya apa? Padahal data sudah sesuai KTP dan KK."
ansari albar,1,2022-06-07 3:57:49,"Kasih bintang 1 dulu susah bener daftar brimo, problem di link sms tidak ada masuk sama sekali sudah coba kirim ulang sms berkali-kali tetap tidak menerima sms saya. Mohon dibantu team, terimakasih 🙏"
Reeya Choi,5,2022-05-13 17:15:43,Gampang diakses & memudahkan aktifitas belanja online/bayar tagihan 
Yudi Ukirsari,1,2022-06-07 3:33:01,"Saya sangat kecewa dengan ini,,ketika sayaengganti nomer TLP dan email,dan aktivasi kembali BRImo,sangat sulit,di bagian perivikasi kode OTP, berkali-kali saya masukan tidak bisa melakukan aktivasi, selalu jawaban nya seperti.Transaksi Gagal(kode:SIRB)"
Rayyan Hana,5,2022-06-07 2:41:53,"di zaman sekarang hampir segala urusan mengharuskan kita berhadapan dengan digitalisasi, dengan adanya pula aplikasi BRImo ini, saya merasa sangat terbantu karena tidak perlu keluar jauh dari rumah tuk mengantri dan lain²nya tuk melakukan transaksi di BRI, semua dapat dijangkau melalui 1 aplikasi.."
Febri Yani,1,2022-06-07 0:57:37,Dikira lbh mudah pakai aplikasi baru. Mau bikin akun aja hrs berulang2 udah gitu gagal trus. No rekening tdk sesuailah . Pengambilan rekaman berulang2lah. Hasilnya NIHIL
aang amsar,5,2022-06-07 0:47:25,"dari kemarin hingga sekarang tidak bisa topup shopepay biasa nya lancar jaya selalu ada apakah gerangan...??tapi tetap bintang mah saya kasih 5 biar makin semangat cepat"" di perbaiki ya"
Yulinar Zulkarnain,1,2022-06-07 0:39:56,"Daftar selalu terhenti pada verifikasi SMS, sudah berkali kali dicoba tetep aja notifikasi link tidak valid, susah bener mau bikin akun.. Hadeeh"
"Widiyanto, S.Pd.",5,2022-05-12 10:52:56,Aplikasinya keren.. Fitur-fiturnya mudah diaplikasikan. TOP pokoknya 💯👍👍👍
Mukti Fitriyadi,1,2022-06-06 21:13:54,"Ini aplikasi belum siap launching tapi sudah di launching.. masih banyak minusnya!! Gagal terus di bagian pengambilan vidio, kesalahan dalam jaringan internet katanya , masa 3 hari kek gini terus, brarti kan memang aplikasi nya bukan dari hal yang lain. Bintang 1 pantas lah"
Soza halawa,5,2022-06-06 15:59:03,"Aplikasi bagus, gak ribet, nyaman juga untuk dipakai. Kekurangan di aplikasi gak ada menu untuk setor uang melalui M-banking, cuma tarik tunai doang. Semoga kedepannya bisa diadain"
Meyda Hery,5,2022-06-06 14:26:39,Kenapa dipersulit ketika data sedang diverifikasi udah 5hari ini.. Smpe kirim email ke alamat yg tertera juga tidak ada respon.. Edit.. Baguuusss banget.. Ngebantu banget daahhh sya suka saya suka
Muhammad Rizaldy,1,2022-06-06 12:46:31,"Registrasi akun yang membuang-buang waktu, 3 hari ulang-ulang daftar padahal nomor masih aktif, pulsa masih ada, sinyal bagus, Posisi Simcard sudah di Sim 1 Masih tetap kode Verifikasi tidak masuk-masuk. tolong untuk pihak developer segera mengatasinya"
